$L_{REGCOIL}$,$L^*_{\nabla \vec{B}}$,$L_{\vec{B} \cdot \nabla \vec{B}}$,$L_{\nabla |B|}$,$L_{\max \sigma}$,$L_{\sigma}$,$L_{fsab}$
3.4724183469911063,2.83225032014948,2.321220258125443,2.5370115639122814,2.5404997986711355,2.832250320149481,1.3744103017030198
2.986360285232945,1.4360123487169627,0.8776919686493222,1.2926572225011845,1.0676819821735621,1.4360123487169625,0.6574513125035741
5.230456815244934,2.4897872666970535,1.8514517806054325,2.3582853588444816,2.217288666334931,2.4897872666970535,1.2925052260808723
4.900708172498233,4.272396574306147,3.731727523564119,3.7046402185654013,4.077927591127991,4.272396574306147,2.1616784095633306
3.4932038949080315,2.8526782803980404,1.8887873061002465,2.5560686702872246,2.597452569851835,2.852678280398041,1.3810775870377725
1.8344556002029673,1.3925941348391948,0.9026379939453321,1.132028199151441,1.23899923236943,1.3925941348391948,0.5417540793099646
3.6698581377564015,2.7280060879702415,2.2615838253785627,2.5158255133409058,2.4220061536050776,2.7280060879702415,1.2966542465351842
3.492293262262047,3.14006661566287,2.708100006319328,2.666212468181854,2.986298915349186,3.14006661566287,1.5041649821101142
5.964505349525598,3.291540249454809,2.6602586910173445,2.521611242550071,2.973120174048973,3.291540249454809,1.5444585405193612
7.577436518376787,6.678103248995445,4.950265806987994,5.970757605541677,6.393508582534287,6.678103248995446,3.633201148966605
